Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
Nick Scott,29,CAR,S,10,4,0,17,14,186,1,131.9,10.2,101,85,2,1,0,0,0,1,30,6
Tedarrell Slaton,27,GNB,LDT,17,17,0,0,0,0,0,,,0,0,0,1,2,0,1,4,30,4
Chandler Wooten,25,CAR,LB,5,2,0,11,8,123,0,109.3,4,31,92,6,0,0,0,0,0,30,4
Arik Armstead,31,JAX,DE,17,1,0,1,0,4,0,43.7,-3,-3,7,0,4,5,3,2,11,29,1
L.J. Collier,29,ARI,LDE,17,15,0,1,1,11,0,112.5,-5,-5,16,0,5,2,1,3.5,11,29,2
Junior Colson,22,LAC,LB,11,1,0,18,11,120,1,99.3,4.8,51,69,9,1,1,0,0,2,29,2
Tyler Davis,24,LAR,DL,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,29,2
Jaden Hicks,22,KAN,DB,17,1,3,20,12,144,1,59.2,11.9,96,48,7,1,0,0,0,1,29,1
Ed Oliver,27,BUF,LDT,14,14,0,2,1,6,0,56.2,-4,-4,10,0,6,10,0,3,19,29,1
Amani Oruwariye,28,DAL,CB,7,4,1,32,24,361,2,119.4,12.8,228,133,0,0,0,0,0,0,29,3
Ty Summers,29,NYG,LB,16,2,0,8,6,52,0,91.7,-0.5,-10,62,4,0,0,0,0,0,29,1
Teair Tart,27,LAC,DT,17,0,1,2,2,9,0,45.8,-7,-14,23,0,3,3,1,1,7,29,3
DJ Turner,24,CIN,CB,11,6,0,48,26,424,1,91,11.8,221,203,0,0,0,0,0,0,29,5
Tershawn Wharton,26,KAN,RDT,17,10,0,3,2,33,0,103.5,0.3,-4,37,0,10,6,1,6.5,23,29,5
Deatrich Wise Jr.,30,NWE,DE,15,5,0,0,0,0,0,,,0,0,0,4,3,3,5,12,29,0
Claudin Cherelus,26,CAR,LB,13,2,0,9,5,51,0,72,4.7,32,19,0,0,1,0,0,1,28,6
Damone Clark,24,DAL,LB,14,2,0,10,3,18,0,39.6,6.9,5,13,3,0,0,0,0.5,1,28,0
Bud Dupree,31,LAC,OLB,17,0,1,4,3,18,0,43.7,-0.3,-8,26,13,1,5,1,6,12,28,5
Willie Gay Jr.,26,NOR,RLB,15,8,0,10,5,74,1,107.9,2,-12,86,14,1,0,0,2,3,28,3
Logan Hall,24,TAM,RDE,16,10,0,0,0,0,0,,,0,0,0,0,4,1,5.5,10,28,1
Jake Hansen,26,HOU,LB,16,2,0,12,10,80,1,122.2,2.2,11,69,8,0,0,0,1,1,28,3
Adoree' Jackson,29,NYG,CB,14,5,0,41,20,287,2,88.2,12.8,195,92,0,0,0,0,0,0,28,4
Dre'Mont Jones,27,SEA,LB,17,7,0,6,3,28,1,102.8,2.7,2,26,7,8,9,1,4,21,28,2
Calijah Kancey,23,TAM,LDE,12,12,0,1,0,0,0,39.6,4,0,0,0,3,8,0,7.5,19,28,2
Roy Lopez,27,ARI,NT,16,16,0,0,0,0,0,,,0,0,0,5,2,3,1,8,28,2
Will McDonald,25,NYJ,LDE,17,15,0,2,2,8,0,83.3,-4,-8,16,3,14,12,3,10.5,38,28,5
Azeez Ojulari,24,NYG,OLB,11,5,0,2,2,14,0,95.8,5,10,4,10,1,2,0,6,10,28,7
Levi Onwuzurike,26,DET,DL,16,10,0,3,2,8,0,70.1,-4.3,-9,17,0,8,11,0,1.5,22,28,2
Owen Pappoe,24,ARI,LB,16,1,0,18,14,105,0,91,3.5,38,67,11,2,0,0,0,2,28,3
Chazz Surratt,27,NYJ,ROLB,17,5,0,6,5,41,0,95.1,1.8,10,31,13,1,1,0,0,2,28,1
Kayvon Thibodeaux,24,NYG,ROLB,12,12,0,0,0,0,0,,,0,0,12,3,10,1,5.5,20,28,3
Jerry Tillery,28,MIN,LDE,17,11,0,0,0,0,0,,,0,0,0,3,3,0,0,6,28,0
Tommy Togiai,25,HOU,DT,8,0,0,1,1,-1,0,79.2,-5,-5,4,0,1,0,1,1.5,3,28,3
Levi Wallace,29,DEN,CB,13,2,0,30,20,271,1,106.4,8.9,138,133,1,0,0,0,0,0,28,0
Felix Anudike-Uzomah,22,KAN,DE,17,3,0,1,1,7,0,95.8,3,3,4,0,3,4,0,2.5,10,27,2
Quinton Bell,28,MIA,LB,17,3,0,8,5,66,1,128.1,1,-9,75,3,1,0,0,1,2,27,3
Caelen Carson,22,DAL,CB,6,5,0,33,25,360,1,120.8,10.6,208,152,0,0,0,0,0,0,27,5
Jordan Davis,24,PHI,RDT,17,17,0,0,0,0,0,,,0,0,0,0,0,2,1,1,27,3
Morgan Fox,30,LAC,DL,17,3,0,0,0,0,0,,,0,0,1,4,2,1,3.5,10,27,1
Tony Jefferson,32,LAC,S,8,4,0,14,13,117,1,125.3,5.7,49,68,1,0,0,0,0,0,27,2
Naquan Jones,26,ARI,DT,12,0,0,0,0,0,0,,,0,0,0,2,1,2,3,6,27,1
Greg Newsome II,24,CLE,CB,13,3,1,51,32,491,4,112.5,10.1,251,240,9,1,0,0,0,1,27,7
Tyree Wilson,24,LVR,DE,16,4,0,3,2,11,0,72.9,-3,-2,13,0,7,5,0,4.5,17,27,6
Joe Andreessen,24,BUF,LB,13,1,0,10,8,51,0,87.9,1,7,44,5,0,1,0,0,1,26,1
Chidobe Awuzie,29,TEN,CB,8,7,1,26,15,187,2,89.7,10.1,156,31,0,0,0,0,0,0,26,0
Derek Barnett,28,HOU,DE,16,1,0,1,0,0,0,39.6,-7,0,0,0,3,4,0,5,12,26,1
Jakorian Bennett,24,LVR,CB,10,7,0,44,23,233,0,67.7,10.8,155,78,0,0,0,0,0,0,26,5
Tre Brown,27,SEA,CB,13,3,0,26,17,261,2,124,10.3,195,66,1,0,0,0,0,0,26,2
Byron Cowart,28,CHI,DT,15,7,0,1,1,23,0,118.7,0,0,23,0,2,1,0,2.5,6,26,4
Kaiir Elam,23,BUF,CB,13,4,0,30,21,240,1,104.9,9.1,185,55,3,0,0,0,0,0,26,1
Clelin Ferrell,27,WAS,LDE,14,10,0,2,2,16,0,100,-1.5,-3,19,1,3,5,0,3.5,12,26,1
Thomas Harper,24,LVR,S,15,5,1,8,3,52,0,20.8,8.3,35,17,2,0,0,0,0.5,1,26,1
Zach Harrison,23,ATL,DL,17,1,0,0,0,0,0,,,0,0,0,5,0,1,1,6,26,1
Chop Robinson,21,MIA,LB,17,1,0,8,3,21,0,45.8,-0.4,-6,27,10,6,7,3,6,20,26,5
Isaiah Rodgers,26,PHI,CB,15,3,0,28,13,118,2,82.1,11.5,68,50,0,0,0,0,0,0,26,2
Solomon Thomas,29,NYJ,DL,16,1,0,2,1,-4,0,56.2,-2.5,-4,0,0,5,2,1,3.5,11,26,8
Dalvin Tomlinson,30,CLE,LDT,16,16,0,0,0,0,0,,,0,0,0,2,14,0,3,20,26,2
James Williams,21,TEN,LB,13,1,0,7,5,37,1,123.2,2.6,15,22,3,0,0,0,0,0,26,2
Bryan Bresee,23,NOR,DT,17,11,0,0,0,0,0,,,0,0,0,4,7,3,7.5,19,25,5
J.T. Gray,28,NOR,DB,17,0,0,1,1,36,1,158.3,2,2,34,1,0,0,0,0,0,25,2
Daxton Hill,24,CIN,CB,5,5,0,20,13,125,1,99,8.3,83,42,2,0,0,0,1,1,25,4
Tyler Lacy,25,JAX,LDT,13,8,0,1,0,9,0,64.6,-4,-4,13,0,2,1,0,0,3,25,2
Alim McNeill,24,DET,RDT,14,14,0,1,1,15,0,118.7,2,2,13,2,11,3,1,3.5,18,25,2
Ben Niemann,29,DET,LB,17,4,0,12,11,147,1,145.5,3.3,26,121,22,2,0,1,0,2,25,2
Mike Pennel,33,KAN,NT,17,7,0,1,1,21,0,118.7,0,0,21,0,1,0,0,3,4,25,0
Jeremiah Trotter Jr.,22,PHI,LB,17,1,0,7,5,23,0,75.3,0.6,-3,26,4,0,0,0,0.5,1,25,2
Nick McCloud,26,2TM,CB,15,5,0,20,18,262,3,158.3,8.2,146,116,4,0,0,0,0,0,25,1
Nick McCloud,26,NYG,CB,7,5,0,12,10,179,1,146.5,13.6,146,33,3,0,0,0,0,0,14,1
Nick McCloud,26,SFO,CB,8,0,0,8,8,83,2,149.5,0,0,83,1,0,0,0,0,0,11,0
Evan Anderson,22,SFO,DL,12,1,0,0,0,0,0,,,0,0,0,0,2,0,1,3,24,2
Karl Brooks,24,GNB,DL,17,0,0,1,1,-5,0,79.2,-5,-5,0,0,4,2,2,3.5,10,24,2
Michael Carter II,25,NYJ,CB,13,1,0,27,17,137,0,75.7,8.4,88,49,9,1,0,0,0,1,24,5
Sheldon Day,30,WAS,DT,12,0,0,0,0,0,0,,,0,0,0,1,1,1,0,2,24,0
Folorunso Fatukasi,29,HOU,LDT,11,11,0,2,2,-3,0,79.2,-4,-8,5,0,3,2,0,1,6,24,1
Ja'Marcus Ingram,27,BUF,CB,17,1,2,21,11,149,1,51.6,9.1,81,68,3,0,0,0,1,1,24,3
Benito Jones,27,MIA,RDE,17,15,0,1,1,6,0,91.7,-4,-4,10,0,1,2,0,0,3,24,3
Tyquan Lewis,29,IND,DE,10,4,0,0,0,0,0,,,0,0,0,4,2,0,1.5,8,24,5
Cameron Mitchell,23,CLE,CB,17,1,0,36,24,276,3,117.4,7.6,151,125,3,1,0,0,0,1,24,10
James Smith-Williams,27,ATL,DL,10,5,0,6,5,8,0,79.2,-2,-14,22,8,0,1,0,1,2,24,0
Leonard Taylor,25,NYJ,DL,14,0,0,0,0,0,0,,,0,0,0,0,2,1,1.5,4,24,3
Joe Tryon-Shoyinka,25,TAM,LOLB,15,11,0,11,7,23,0,67.6,1.8,-9,32,56,7,3,1,2,11,24,3
Milton Williams,25,PHI,DT,17,7,0,0,0,0,0,,,0,0,0,2,4,1,5,12,24,3
JD Bertrand,24,ATL,LB,12,0,0,10,9,103,0,109.6,2.8,25,78,6,1,0,0,1,2,23,1
D.J. Davidson,25,NYG,DL,12,2,0,1,1,0,0,79.2,0,0,0,0,1,0,0,2,3,23,2
Dane Jackson,28,CAR,CB,9,3,0,29,22,246,2,123.6,6.9,134,112,9,0,0,0,0,0,23,7
DaQuan Jones,33,BUF,RDT,16,16,0,2,1,-3,0,56.2,-4.5,-5,2,0,1,4,1,2.5,8,23,2
Trevor Nowaske,26,DET,LB,14,2,1,9,8,74,0,61.3,3.9,36,38,18,4,2,0,2,8,23,1
Ogbonnia Okoronkwo,29,CLE,DE,16,5,0,2,2,16,0,100,0,0,16,8,2,4,0,3,9,23,4
James Pierre,28,PIT,CB,15,2,1,16,8,93,2,81.5,8.3,62,31,0,0,0,0,0,0,23,1
D.J. Reader,30,DET,LDT,15,15,0,0,0,0,0,,,0,0,0,1,5,1,3,9,23,2
Winston Reid,25,CLE,OLB,16,3,0,2,1,19,0,83.3,6.5,12,7,4,0,0,1,0.5,1,23,3
L'Jarius Sneed,27,TEN,CB,5,5,0,24,13,177,1,91.8,13.1,126,51,1,0,0,0,0,0,23,4
Dondrea Tillman,26,DEN,OLB,12,0,0,2,1,26,0,95.8,1.5,0,26,21,5,2,0,5,12,23,3
Chris Williams,26,CHI,DT,17,1,0,2,0,0,0,39.6,-3,0,0,0,0,4,0,3,7,23,4
Devonte Wyatt,26,GNB,DL,14,0,0,2,1,7,0,58.3,-1.5,-5,12,0,3,4,0,5,12,23,6
Joshua Uche,26,2TM,DE,13,1,0,8,7,69,0,102.6,1.4,6,63,16,3,1,0,2,6,23,3
Joshua Uche,26,NWE,LB,7,1,0,4,4,49,0,117.7,3.8,15,34,9,2,1,0,2,5,13,3
Joshua Uche,26,KAN,DE,6,0,0,4,3,20,0,85.4,-1,-9,29,7,1,0,0,0,1,10,0
Joey Bosa,29,LAC,ROLB,14,9,0,0,0,0,0,,,0,0,2,6,8,0,5,19,22,3
SirVocea Dennis,24,TAM,LB,4,0,0,11,10,92,0,101.5,1.5,23,69,12,1,0,0,1,2,22,2
Dennis Gardeck,30,ARI,OLB,7,3,1,4,3,18,0,43.7,4,9,9,10,1,1,1,3,5,22,1
Cam Gill,27,CAR,OLB,10,0,0,3,3,24,0,100,4.7,14,10,9,1,4,0,0,5,22,1
Cedric Gray,22,TEN,LB,7,0,0,1,0,0,0,39.6,4,0,0,0,0,0,0,0,0,22,1
Nick Herbig,23,PIT,LB,13,5,0,7,4,35,0,70.5,3.7,17,18,17,6,6,0,5.5,18,22,1
Ja'Sir Taylor,25,LAC,DB,15,2,0,31,21,309,5,139.7,10.5,221,88,8,0,1,0,0,1,22,2
Khyiris Tonga,28,ARI,DL,13,1,0,1,1,5,0,87.5,5,5,0,0,0,0,0,0,0,22,1
Nick Vigil,31,DAL,LB,16,1,0,7,7,40,0,90.5,-0.6,-12,52,11,0,0,0,0,0,22,1
Jacoby Windmon,23,CAR,LB,8,2,0,12,9,112,1,131.2,5.5,18,94,5,1,0,0,1.5,3,22,1
Zachary Carter,25,2TM,DT,12,2,0,0,0,0,0,,,0,0,0,1,0,1,1.5,3,22,0
Zachary Carter,25,CIN,DT,4,2,0,0,0,0,0,,,0,0,0,1,0,0,0.5,2,9,0
Zachary Carter,25,LVR,DT,8,0,0,0,0,0,0,,,0,0,0,0,0,1,1,1,13,0
Tre'Davious White,29,2TM,DB,11,4,0,28,17,205,4,122.8,10.6,154,51,1,0,0,0,0,0,22,5
Tre'Davious White,29,LAR,DB,4,4,0,18,12,178,4,138.4,11.9,144,34,1,0,0,0,0,0,12,4
Tre'Davious White,29,BAL,CB,7,0,0,10,5,27,0,56.2,8.1,10,17,0,0,0,0,0,0,10,1
Nick Bellore,35,WAS,LB,16,0,0,1,1,2,0,79.2,-2,-2,4,0,0,0,0,0,0,21,0
Austin Booker,22,CHI,DL,17,0,0,1,1,13,0,118.7,-2,-2,15,0,1,3,0,1.5,6,21,4
Josh Butler,28,DAL,CB,5,3,0,22,15,222,1,116.1,12,129,93,0,0,0,0,1,1,21,1
Elijah Chatman,24,NYG,DT,17,3,0,0,0,0,0,,,0,0,0,1,2,0,1,4,21,0
Charles Harris,29,CAR,OLB,9,6,0,5,5,60,0,116.7,2.6,13,47,15,1,4,0,3,8,21,5
Jalyx Hunt,23,PHI,OLB,16,1,0,0,0,0,0,,,0,0,3,2,1,1,1.5,5,21,1
Jesse Luketa,25,ARI,OLB,10,2,0,2,2,27,0,118.7,-2.5,-5,32,8,1,1,1,3,5,21,3
Nick Niemann,27,LAC,LB,13,0,0,1,0,0,0,39.6,4,0,0,0,0,0,0,0,0,21,0
Josh Paschal,25,DET,LDE,14,10,0,2,2,11,0,89.6,0.5,1,10,0,9,6,0,2,17,21,3
Isaiah Simmons,26,NYG,S,17,1,0,15,13,139,2,144.9,3.5,45,94,16,2,1,0,0,3,21,3
Sione Takitaki,29,NWE,LB,11,4,0,5,5,32,1,132.9,2.4,12,20,7,0,0,0,0,0,21,2
Cory Trice,24,PIT,CB,6,1,1,22,17,163,1,93.6,6,115,48,0,0,0,0,0,0,21,1
Payton Turner,25,NOR,DE,16,0,0,0,0,0,0,,,0,0,0,6,1,1,2,9,21,4
Mykal Walker,27,WAS,OLB,17,0,0,4,4,44,0,112.5,3,12,32,2,0,0,0,0,0,21,1
Broderick Washington Jr.,28,BAL,DT,15,5,0,0,0,0,0,,,0,0,0,4,0,2,2,6,21,4
Baron Browning,25,2TM,OLB,13,3,0,8,6,43,0,87,1.8,10,33,20,7,1,0,2,10,21,6
Baron Browning,25,DEN,OLB,5,2,0,2,1,1,0,56.2,-4,-5,6,7,0,0,0,0,0,7,1
Baron Browning,25,ARI,OLB,8,1,0,6,5,42,0,95.8,3.7,15,27,13,7,1,0,2,10,14,5
Taven Bryan,28,IND,DT,17,6,0,0,0,0,0,,,0,0,0,2,1,0,1,4,20,1
Brandon Graham,36,PHI,DE,11,1,0,1,1,5,0,87.5,-3,-3,8,0,4,3,2,3.5,11,20,5
Christian Harris,23,HOU,LB,3,3,0,12,11,161,0,118.7,3,36,125,11,0,0,0,1,1,20,3
James Lynch,25,TEN,DL,17,0,0,0,0,0,0,,,0,0,0,1,1,1,1,3,20,0
Avonte Maddox,28,PHI,CB,17,3,0,28,15,126,1,77.4,5.9,40,86,1,0,0,1,0,0,20,1
Myles Murphy,22,CIN,DE,13,0,0,3,2,12,0,74.3,-0.3,-2,14,0,5,4,0,0,9,20,0
Moro Ojomo,23,PHI,DT,17,1,0,1,1,2,0,79.2,0,0,2,0,2,5,0,0,7,20,2
Jeremy Reaves,28,WAS,S,17,0,0,1,1,16,0,118.7,-2,-2,18,0,0,0,0,0,0,20,0
Casey Toohill,28,BUF,DE,14,1,0,0,0,0,0,,,0,0,0,2,0,1,1,3,20,1
Dallas Turner,21,MIN,OLB,16,0,1,8,4,37,0,23.4,3.5,14,23,23,2,2,0,3,7,20,1
Brent Urban,33,BAL,DL,13,0,0,1,1,0,0,79.2,-3,-3,3,0,1,0,2,0,1,20,0
Colby Wooden,24,GNB,DL,13,1,0,3,3,27,0,104.2,-1.3,-4,31,0,0,2,2,0,2,20,2
Roy Robertson-Harris,31,2TM,DT,17,2,0,1,0,0,0,39.6,-7,0,0,0,2,3,1,2,7,20,4
Roy Robertson-Harris,31,JAX,DT,6,2,0,1,0,0,0,39.6,-7,0,0,0,1,2,0,2,5,7,3
Roy Robertson-Harris,31,SEA,DT,11,0,0,0,0,0,0,,,0,0,0,1,1,1,0,2,13,1
Jonathan Allen,29,WAS,DT,8,7,0,0,0,0,0,,,0,0,0,1,4,0,3,8,19,1
D'Anthony Bell,28,CLE,S,17,1,0,1,1,6,0,91.7,4,4,2,4,0,1,0,0,1,19,1
Jordan Elliott,27,SFO,RDT,15,13,0,1,1,4,0,83.3,-2,-2,6,0,0,2,0,0,2,19,0
Marcus Epps,28,LVR,S,3,3,0,13,10,105,0,99.8,5,53,52,3,0,0,0,0,0,19,7
Neville Gallimore,27,LAR,NT,14,4,0,0,0,0,0,,,0,0,0,0,1,0,0,1,19,0
Yetur Gross-Matos,26,SFO,DL,11,0,0,1,1,2,0,79.2,-7,-7,9,0,3,3,0,4,10,19,5
Aidan Hutchinson,24,DET,DL,5,5,0,3,2,29,0,97.9,-0.7,1,28,2,10,9,0,7.5,27,19,2
Austin Johnson,30,BUF,DT,15,1,2,1,0,0,0,0,-6,0,0,0,2,1,0,0.5,4,19,1
Cam Jones,25,KAN,LB,17,1,0,4,4,48,0,116.7,1,4,44,1,1,1,0,0,2,19,2
Linval Joseph,36,DAL,DT,17,0,0,1,1,3,0,79.2,-2,-2,5,0,0,1,0,2,3,19,0
Israel Mukuamu,25,DAL,S,17,0,2,16,10,124,0,46.9,15,75,49,6,0,1,0,0,1,19,0
Zacch Pickens,24,CHI,DL,9,3,0,1,1,33,0,118.7,-1,-1,34,0,0,1,0,1,2,19,1
Michael Pierce,32,BAL,NT,11,1,1,2,0,0,0,0,0.5,0,0,0,5,1,1,2,9,19,1
Terell Smith,25,CHI,DB,14,2,1,18,12,165,0,72.7,13.2,119,46,0,0,0,0,0,0,19,2
Nick Thurman,29,CAR,DT,9,4,0,0,0,0,0,,,0,0,0,0,0,0,0,0,19,2
Devin White,26,HOU,LB,7,1,0,18,11,73,0,69.9,4.3,9,64,13,4,0,0,0,4,19,4
Yasir Abdullah,24,JAX,LB,14,3,0,2,1,16,0,77.1,-1,-2,18,4,0,1,0,0,1,18,0
Johnathan Abram,28,NOR,S,3,0,1,7,4,55,1,82.4,5.1,10,45,4,0,0,0,0,0,18,3
Thomas Booker,25,PHI,DT,17,1,0,0,0,0,0,,,0,0,0,0,0,0,1,2,18,0
Chris Braswell,23,TAM,OLB,17,0,0,3,3,17,0,90.3,1,3,14,22,5,5,0,1.5,12,18,1
Kamu Grugier-Hill,30,MIN,LB,17,1,2,20,10,134,0,32.1,6.3,64,70,17,1,0,0,0,1,18,3
Pat O'Connor,31,DET,DL,12,0,0,1,1,5,0,87.5,5,5,0,0,2,0,0,1,3,18,1
Julian Okwara,27,ARI,OLB,13,1,0,11,8,88,0,96,4.3,21,67,15,2,1,0,1,4,18,5
Sheldon Rankins,30,CIN,DT,7,7,0,0,0,0,0,,,0,0,0,1,0,0,1,2,18,3
Jalen Redmond,25,MIN,DL,13,2,0,2,2,-2,0,79.2,-4.5,-9,7,0,0,0,1,1,1,18,1
Jalyn Holmes,28,2TM,DL,16,0,0,0,0,0,0,,,0,0,0,0,1,0,2,3,18,0
Jalyn Holmes,28,NYJ,DL,5,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,4,0
Jalyn Holmes,28,WAS,DT,11,0,0,0,0,0,0,,,0,0,0,0,0,0,2,2,14,0
Jamin Davis,26,2TM,LB,9,0,0,3,3,19,0,93.1,4.3,13,6,2,0,0,0,1,1,18,1
Jamin Davis,26,WAS,DE,5,0,0,2,2,13,0,93.7,4,8,5,1,0,0,0,0,0,13,0
Jamin Davis,26,MIN,LB,4,0,0,1,1,6,0,91.7,5,5,1,1,0,0,0,1,1,5,1
Robert Beal,25,SFO,DL,14,0,0,1,1,13,0,118.7,-4,-4,17,0,0,0,0,0,0,17,1
Amari Burney,24,LVR,LB,17,0,0,7,7,71,0,108.9,2,14,57,10,2,0,0,1,3,17,2
Caleb Farley,26,CAR,CB,9,1,0,13,11,88,3,134.5,6.2,56,32,3,0,0,0,0,0,17,3
Demetrius Flannigan-Fowles,28,SFO,LB,12,3,1,6,6,94,0,79.2,2.3,14,80,7,0,0,0,0,0,17,4
Greg Gaines,28,TAM,DL,15,3,0,1,1,1,0,79.2,-5,-5,6,0,1,3,0,1,5,17,1
Jake Hummel,25,LAR,LB,17,1,0,7,6,83,1,155.7,4,21,62,2,0,0,0,0,0,17,1
Jordan Jackson,26,DEN,DL,17,0,0,0,0,0,0,,,0,0,0,0,1,0,1,2,17,0
Theo Jackson,26,MIN,S,17,0,1,7,4,64,0,48.2,11.9,50,14,7,0,0,0,0,0,17,1
Isaiahh Loudermilk,27,PIT,DT,16,0,0,1,1,12,0,116.7,-6,-6,18,0,0,0,1,0,0,17,2
Luke Masterson,26,LVR,LB,4,2,0,8,5,65,0,88,9.9,41,24,6,0,0,0,0,0,17,1
Phidarian Mathis,26,WAS,DT,12,0,0,0,0,0,0,,,0,0,0,1,0,1,0,1,17,0
Kaevon Merriweather,25,TAM,S,14,5,0,18,12,163,2,132.4,9.3,81,82,6,1,0,0,1,2,17,4
Von Miller,35,BUF,LB,13,0,0,0,0,0,0,,,0,0,7,8,2,0,6,16,17,1
C.J. Mosley,32,NYJ,LB,4,3,0,5,5,44,0,103.3,4.6,23,21,3,0,0,0,0,0,17,0
Otis Reese,26,TEN,LB,13,2,1,4,2,30,0,35.4,2.3,9,21,2,0,2,0,0,2,17,0
Jaquelin Roy,24,NWE,DT,6,1,0,0,0,0,0,,,0,0,0,0,0,0,2,2,17,1
Maason Smith,22,JAX,DT,11,5,0,1,1,5,0,87.5,0,0,5,0,2,1,3,3,6,17,0
Christian Wilkins,29,LVR,DT,5,5,0,1,1,4,0,83.3,-7,-7,11,0,1,3,0,2,7,17,2
Marco Wilson,25,2TM,CB,16,0,0,23,16,206,1,111.9,8.7,123,83,0,0,0,0,0,0,17,4
Marco Wilson,25,NWE,CB,10,0,0,18,14,177,1,126.2,7.3,98,79,0,0,0,0,0,0,15,4
Marco Wilson,25,CIN,CB,6,0,0,5,2,29,0,59.6,13.8,25,4,0,0,0,0,0,0,2,0
Jaire Alexander,27,GNB,CB,7,7,2,30,17,231,3,86.9,9.8,143,88,0,0,0,0,0,0,16,2
Zayne Anderson,27,GNB,S,16,2,1,2,0,11,0,10.4,12.5,5,6,1,0,0,0,0,0,16,1
Isaiah Foskey,24,NOR,DE,17,0,0,0,0,0,0,,,0,0,4,0,0,0,0,0,16,0
Eddie Goldman,30,ATL,NT,17,10,0,0,0,0,0,,,0,0,0,0,2,0,1,3,16,3
Dylan Horton,24,HOU,DE,13,0,0,0,0,0,0,,,0,0,0,1,2,1,0,3,16,1
Maurice Hurst Jr.,29,CLE,DT,8,2,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,16,0
DeAngelo Malone,25,ATL,OLB,17,0,0,3,2,9,0,70.1,1.7,5,4,3,2,1,0,2,5,16,1
Matt Milano,30,BUF,LB,4,4,0,8,5,60,0,85.4,0.5,-5,65,4,0,2,0,0,2,16,8
George Odum,31,SFO,S,12,2,0,11,7,211,2,146.8,17.7,129,82,0,0,0,0,0,0,16,1
Del'Shawn Phillips,28,HOU,LB,17,0,0,3,3,33,0,112.5,4.3,13,20,1,0,0,0,0,0,16,1
Cam Smith,24,MIA,CB,6,0,0,20,15,169,0,99.8,9.5,132,37,1,0,0,0,0,0,16,0
Dawuane Smoot,29,BUF,DE,11,4,0,1,1,4,0,83.3,1,1,3,0,3,3,1,1.5,8,16,3
Kindle Vildor,27,DET,CB,17,2,0,25,11,140,0,62.1,15.8,67,73,0,0,0,0,0,0,16,1
DeShawn Williams,32,CAR,DT,12,1,0,0,0,0,0,,,0,0,0,2,3,0,0.5,6,16,2
Andrew Booth,24,DAL,CB,7,2,0,15,12,193,2,158.3,9.8,132,61,0,0,0,0,0,0,15,0
Raekwon Davis,27,IND,DT,17,0,0,1,1,-2,0,79.2,-3,-3,1,0,1,0,0,0,1,15,0
Victor Dimukeje,25,ARI,OLB,11,0,0,4,3,26,0,91.7,-5.3,-13,39,5,1,6,0,0,7,15,1
McKinnley Jackson,23,CIN,DT,13,1,0,0,0,0,0,,,0,0,0,1,0,0,1,2,15,0
Jaylon Jones,27,CHI,DB,8,1,0,10,7,76,0,92.1,7.8,63,13,0,0,0,0,0,0,15,0
Sam Kamara,27,CLE,DE,11,1,0,0,0,0,0,,,0,0,0,1,0,0,0,1,15,0
Carl Lawson,29,DAL,DE,15,3,0,1,1,1,0,79.2,0,0,1,5,5,8,0,5,19,15,1
Jacob Martin,29,CHI,DL,11,0,0,5,2,23,0,54.6,0.8,3,20,0,2,3,1,3,8,15,2
John Ridgeway,25,NOR,DT,13,0,0,0,0,0,0,,,0,0,0,2,0,1,0,2,15,5
Kelee Ringo,22,PHI,CB,17,1,0,9,5,113,1,137.5,14.1,53,60,1,0,0,0,0,0,15,1
Kentavius Street,28,ATL,DL,13,0,0,0,0,0,0,,,0,0,0,2,0,0,1,3,15,0
Cameron Sutton,29,PIT,CB,9,2,0,29,14,155,3,99.1,7.7,69,86,12,0,0,1,0,0,15,1
Jay Tufele,25,CIN,DT,13,3,0,0,0,0,0,,,0,0,0,1,1,1,0.5,3,15,2
K'Von Wallace,27,SEA,S,9,0,0,5,5,72,0,118.7,8.6,43,29,0,0,0,0,0,0,15,1
Andrew Wingard,28,JAX,S,8,2,0,8,4,34,0,61.5,10.4,25,9,2,1,0,0,0,1,15,1
Montravius Adams,29,PIT,DT,11,0,0,1,1,4,0,83.3,3,3,1,0,1,0,0,1,2,14,0
Myles Bryant,26,HOU,CB,11,0,0,8,4,26,0,57.3,3.8,15,11,5,1,0,0,0,1,14,1
DeWayne Carter,24,BUF,DT,11,3,0,1,1,-2,0,79.2,-3,-3,1,0,0,2,1,0,2,14,0
Michael Davis,29,WAS,CB,15,2,0,21,15,174,0,96.1,6.6,97,77,0,0,0,0,0,0,14,3
Khalil Dorsey,26,DET,CB,14,1,0,11,6,140,0,99.6,18.9,86,54,0,0,0,0,0,0,14,1
Samuel Eguavoen,31,NYJ,LB,17,1,0,0,0,0,0,,,0,0,2,0,0,0,0,0,14,1
Tomon Fox,26,NYG,OLB,11,0,0,2,2,16,0,100,-3,-6,22,8,0,2,0,1,3,14,2
Tyrek Funderburk,24,TAM,CB,13,2,0,16,15,201,2,158.3,10.1,113,88,0,0,0,0,0,0,14,4
Elijah Garcia,26,NYG,DL,5,3,0,0,0,0,0,,,0,0,0,0,1,0,0,1,14,0
