Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Yds,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl
Quinton Jefferson,29,SEA,DT,17,3,0,0,0,0,0,,,0,0,1,5,7,0,5.5,18,29,2
Danny Johnson,27,WAS,CB,11,4,1,39,21,167,0,54.1,8.4,115,52,6,0,0,0,1,1,29,0
Jermaine Johnson II,23,NYJ,DE,14,0,0,3,2,13,0,75.7,-3,-7,20,6,1,2,0,2.5,6,29,1
Marshon Lattimore,26,NOR,RCB,7,7,1,35,21,228,0,67.3,9.9,132,96,0,0,0,0,0,0,29,0
DeAngelo Malone,23,ATL,LB,15,0,0,3,2,14,0,77.1,-0.3,-3,17,1,2,1,0,1,4,29,2
Al-Quadin Muhammad,27,CHI,RDE,16,9,0,5,5,22,2,124.6,-3,-15,37,6,7,2,0,1,10,29,2
Yannick Ngakoue,27,IND,LDE,15,15,0,1,1,13,0,118.7,-1,-1,14,0,10,5,0,9.5,27,29,3
James Pierre,26,PIT,CB,17,2,1,31,13,181,1,58.7,10.9,113,68,1,0,0,0,0,0,29,0
Kentavius Street,26,NOR,DT,17,0,0,1,1,-3,0,79.2,-5,-5,2,0,2,2,1,3.5,9,29,0
Keith Taylor,24,CAR,CB,17,2,0,35,24,426,2,129,11.5,316,110,1,0,0,1,0,0,29,3
Chris Wormley,29,PIT,DE,13,1,0,2,1,29,1,135.4,-1.5,-3,32,0,1,0,0,0.5,2,29,2
Jadeveon Clowney,29,CLE,RDE,12,10,0,2,1,21,0,87.5,-2.5,-5,26,1,7,2,3,2,12,28,0
Michael Dogbe,26,ARI,DE,13,4,0,0,0,0,0,,,0,0,2,0,0,0,0,0,28,2
Brandon Facyson,28,IND,CB,16,4,0,42,29,326,1,99.9,10.5,237,89,0,0,0,0,0,0,28,5
Jack Gibbens,24,TEN,LB,5,2,1,12,9,76,0,56.2,4,16,60,6,0,0,0,0,0,28,1
Elijah Hicks,23,CHI,DB,15,2,0,7,6,176,2,158.3,21.6,117,59,1,0,0,0,0,0,28,1
Bruce Irvin,35,SEA,ROLB,11,10,0,3,3,16,0,88.9,-0.7,-2,18,6,3,5,0,3.5,12,28,2
Josh Jones,28,SEA,S,12,3,0,20,12,251,1,120.8,11.3,101,150,4,0,1,0,0,1,28,8
Tanoh Kpassagnon,28,NOR,DE,15,5,0,1,1,8,0,100,-6,-6,14,0,2,3,0,2,8,28,1
Hassan Ridgeway,28,SFO,RDT,12,7,0,0,0,0,0,,,0,0,0,0,2,0,1,3,28,1
Khyiris Tonga,26,MIN,DT,11,2,0,1,1,1,0,79.2,-3,-3,4,0,2,1,4,0.5,4,28,3
K'Von Wallace,25,PHI,S,17,1,0,12,8,121,1,127.4,9.3,66,55,1,0,0,0,0,0,28,1
Alex Wright,22,CLE,DE,17,5,0,2,1,13,0,70.8,0,0,13,0,0,0,7,0,0,28,3
Rashad Fenton,25,2TM,CB,7,6,0,28,23,330,1,127.7,8.7,188,142,6,1,0,0,0,1,28,4
Rashad Fenton,25,KAN,CB,5,5,0,25,20,270,1,125,9.3,176,94,6,1,0,0,0,1,24,3
Rashad Fenton,25,ATL,CB,2,1,0,3,3,60,0,118.7,4,12,48,0,0,0,0,0,0,4,1
Denico Autry,32,TEN,DL,12,8,0,4,4,30,0,97.9,2.5,10,20,1,4,10,4,8,22,27,1
Michael Danna,25,KAN,DE,13,0,0,2,2,7,0,81.2,-5,-10,17,7,6,5,0,5,16,27,4
Tre Flowers,27,CIN,CB,15,0,1,18,12,112,1,78.9,6.2,47,65,1,0,0,0,0,0,27,1
Dante Fowler,28,DAL,DE,17,0,0,3,3,39,0,118.7,7.7,23,16,4,11,4,2,6,21,27,0
Timmy Horne,25,ATL,DE,17,5,0,0,0,0,0,,,0,0,0,1,1,1,0,2,27,0
Anfernee Jennings,25,NWE,LB,16,3,0,2,2,18,0,104.2,1.5,3,15,9,6,3,2,1.5,11,27,3
Patrick Jones II,24,MIN,LB,16,0,0,3,2,24,0,91,2,1,23,17,3,1,0,4,8,27,0
Arden Key,26,JAX,DE,17,3,0,3,2,15,0,78.5,9,0,15,9,5,10,1,4.5,20,27,1
Eric Murray,28,HOU,DB,17,0,0,3,3,22,1,136.8,6.3,19,3,0,0,0,0,0,0,27,0
D.J. Reader,28,CIN,LDT,10,10,0,1,1,69,0,118.7,-1,-1,70,0,3,5,4,0,8,27,1
Joshua Uche,24,NWE,LB,15,0,0,4,4,56,0,118.7,2.8,11,45,6,10,3,0,11.5,25,27,0
Rashad Weaver,25,TEN,LB,16,4,0,4,2,13,0,57.3,0.8,6,7,10,6,10,5,5.5,22,27,5
Matthew Adams,27,CHI,LB,10,3,0,7,5,49,0,90.8,2.3,8,41,1,0,0,0,0,0,26,2
Montravius Adams,27,PIT,NT,17,9,0,2,2,21,0,110.4,8.5,17,4,3,1,0,1,0,1,26,1
Justin Bethel,32,MIA,DB,17,0,1,19,12,104,1,73.1,8.8,48,56,0,0,0,0,0,0,26,3
Taven Bryan,26,CLE,RDT,16,16,0,1,1,9,0,104.2,6,6,3,0,1,1,1,3,6,26,1
Blake Cashman,26,HOU,LB,16,1,0,5,3,22,0,70.4,4,7,15,9,0,2,0,3,5,26,0
Clelin Ferrell,25,LVR,DE,16,4,0,4,3,8,0,77.1,-3,-11,19,9,5,5,2,2,13,26,2
Cordale Flott,21,NYG,CB,11,6,0,27,17,191,1,96.4,8.4,114,77,0,1,0,0,0,1,26,1
Jourdan Lewis,27,DAL,CB,6,4,1,26,19,170,0,74.2,6.2,51,119,2,0,0,0,1,1,26,2
Mike Pennel,31,CHI,DT,17,2,0,2,2,-7,0,79.2,-6.5,-13,6,0,2,2,1,0,4,26,1
Jason Pierre-Paul,33,BAL,LOLB,14,13,1,3,3,19,0,53.5,1.3,4,15,4,0,0,4,3,3,26,3
Malcolm Roach,24,NOR,DT,13,3,0,1,0,0,0,39.6,-5,0,0,0,0,1,0,1,2,26,4
Josiah Scott,23,PHI,CB,16,4,2,32,22,299,3,103.5,7.5,171,128,5,2,0,0,0,2,26,0
Eric Stokes,23,GNB,RCB,9,9,0,25,20,261,1,123.5,12.5,186,75,1,0,0,0,0,0,26,2
Darrell Taylor,25,SEA,LB,16,3,0,6,4,46,0,89.6,2.2,9,37,19,6,4,1,9.5,20,26,3
Solomon Thomas,27,NYJ,DE,17,0,0,2,2,-1,0,79.2,-4.5,-9,8,0,4,4,0,0.5,9,26,1
Carlos Watkins,29,DAL,DE,12,4,0,1,1,4,0,83.3,-3,-3,7,0,0,0,0,0,0,26,2
P.J. Williams,29,NOR,CB,11,3,0,12,9,162,2,156.2,9,76,86,1,0,0,0,0,0,26,1
DeAundre Alford,25,ATL,CB,16,0,1,31,17,198,1,71.7,11.6,148,50,6,1,0,0,0.5,2,25,2
Jonathan Bostic,31,WAS,MLB,15,5,0,8,4,67,0,78.6,3.6,8,59,8,0,0,0,0,0,25,2
Jake Hansen,24,HOU,LB,11,2,0,7,7,79,1,153.3,4.9,34,45,9,0,2,0,1,3,25,1
Bryan Mone,27,SEA,DT,13,3,0,0,0,0,0,,,0,0,0,4,0,0,0,4,25,0
Derrick Nnadi,26,KAN,LDT,17,17,0,1,1,8,0,100,2,2,6,3,1,0,1,0,1,25,3
Malik Reed,26,PIT,LB,14,2,0,3,3,26,0,102.8,-1.3,-4,30,27,1,3,1,1,5,25,1
Cameron Sample,23,CIN,DE,16,1,0,4,2,4,0,56.2,1.8,-3,7,1,2,4,0,2,8,25,2
Daniel Sorensen,32,NOR,S,17,2,2,6,4,52,0,54.2,13.3,20,32,0,0,0,0,0,0,25,0
Casey Toohill,26,WAS,DE,16,0,0,1,1,7,0,95.8,-4,-4,11,4,3,5,0,1,9,25,1
Markus Bailey,25,CIN,LB,16,1,0,2,2,22,0,112.5,2.5,5,17,0,0,0,0,0,0,24,0
Christian Benford,22,BUF,LCB,9,5,1,28,17,231,1,84.1,11.3,138,93,0,0,0,0,0,0,24,6
Baron Browning,23,DEN,ROLB,14,8,1,9,5,21,0,21.3,2,-9,30,37,6,6,1,5,18,24,1
Zach Cunningham,28,TEN,RILB,6,6,0,19,12,109,1,96.2,3.6,28,81,7,0,0,1,0,0,24,1
Folorunso Fatukasi,27,JAX,RDE,14,13,0,0,0,0,0,,,0,0,0,2,1,3,1.5,5,24,0
Tomon Fox,24,NYG,LB,16,1,0,3,2,10,0,71.5,1.3,-4,14,17,4,0,0,1,5,24,1
Ronnie Harrison,25,CLE,DB,16,5,0,17,11,85,0,76.8,4.6,36,49,7,0,0,0,0.5,1,24,1
Travis Jones,23,BAL,DT,15,3,0,1,1,0,0,79.2,-4,-4,4,0,0,1,1,1,2,24,0
Zyon McCollum,23,TAM,CB,13,3,0,22,16,216,1,118.7,11.1,150,66,1,0,0,0,0,0,24,3
Efe Obada,30,WAS,DE,17,1,0,1,1,9,0,104.2,-8,-8,17,0,2,4,2,4,10,24,3
John Ridgeway,23,WAS,DT,15,4,0,1,1,5,0,87.5,-3,-3,8,0,1,0,1,0,1,24,0
Jace Whittaker,27,ARI,CB,6,4,0,27,22,231,0,102.3,6,99,132,4,1,0,0,0,1,24,2
Damarion Williams,24,BAL,CB,14,0,0,32,20,243,2,106.6,8.1,136,107,5,0,0,0,0,0,24,3
Oshane Ximines,26,NYG,LB,15,4,0,12,7,67,0,74,-0.2,-4,71,27,1,6,2,2,9,24,2
Christian Barmore,23,NWE,DT,10,3,0,1,1,11,0,112.5,4,4,7,0,1,5,1,2.5,9,23,1
Josh Blackwell,23,CHI,DB,16,1,0,13,7,87,1,100.5,7.8,42,45,1,0,0,0,0,0,23,0
Jonathan Bullard,29,MIN,LDE,12,7,0,1,0,0,0,39.6,4,0,0,0,0,1,0,0,1,23,0
Zachary Carter,23,CIN,LDT,16,9,0,0,0,0,0,,,0,0,0,1,0,1,0.5,2,23,2
Akayleb Evans,23,MIN,CB,10,2,0,25,16,252,1,110.7,13.6,185,67,0,0,0,0,0,0,23,1
Breiden Fehoko,26,LAC,DT,9,3,0,1,1,1,0,79.2,0,0,1,0,0,0,0,0,0,23,0
Kurt Hinish,23,HOU,DT,15,3,0,2,1,5,0,56.2,-3,-6,11,0,1,1,0,1,3,23,1
Tony Jefferson,30,NYG,DB,9,1,0,15,13,87,0,90.8,3.6,40,47,14,0,0,0,0,0,23,0
Carl Nassib,29,TAM,DE,13,1,0,1,1,3,0,79.2,-6,-6,9,6,1,2,3,3.5,7,23,2
Keisean Nixon,25,GNB,CB,17,4,1,29,20,202,1,85.7,6.7,89,113,3,0,0,0,0,0,23,2
Tre Norwood,23,PIT,DB,15,3,0,20,10,118,0,68.3,11,78,40,3,0,0,0,0,0,23,5
Myjai Sanders,24,ARI,LOLB,13,4,0,3,2,20,1,125,-2.7,-5,25,19,4,2,2,3,9,23,2
James Smith-Williams,25,WAS,RDE,14,14,0,5,2,8,0,47.9,-4.2,-10,18,7,1,14,1,3,18,23,3
Kevin Strong,26,TEN,DT,16,1,0,0,0,0,0,,,0,0,0,4,0,2,0,4,23,1
Jonah Williams,27,LAR,DT,16,6,0,0,0,0,0,,,0,0,0,1,3,0,0.5,5,23,1
Nahshon Wright,24,DAL,CB,7,2,1,28,17,242,0,73.8,12.9,165,77,0,0,0,0,0,0,23,1
Terrel Bernard,23,BUF,LB,16,1,0,5,4,35,0,95.8,3.2,17,18,3,0,0,0,0,0,22,0
Angelo Blackson,30,CHI,DT,15,4,0,0,0,0,0,,,0,0,1,3,1,0,0,4,22,2
Cobie Durant,24,LAR,DB,13,1,3,22,13,136,1,52.7,5.2,56,80,5,0,0,0,1,1,22,2
Justin Ellis,32,NYG,DT,17,4,0,0,0,0,0,,,0,0,0,0,0,0,1,1,22,0
Demetrius Flannigan-Fowles,26,SFO,LB,17,0,0,6,6,87,0,118.7,9.7,58,29,3,0,0,0,1,1,22,1
Chauncey Golston,24,DAL,LB,15,0,0,0,0,0,0,,,0,0,0,2,1,1,1,4,22,1
Akiem Hicks,33,TAM,RDE,11,11,0,0,0,0,0,,,0,0,1,0,3,3,1,4,22,1
Melvin Ingram,33,MIA,LB,17,3,0,8,7,52,0,93.7,2.9,16,36,41,9,2,1,6,18,22,4
Austin Johnson,28,LAC,LDT,8,8,0,1,1,9,1,143.7,7,7,2,0,2,2,1,1,5,22,3
Jordan Kunaszyk,26,CLE,LB,15,2,0,7,4,33,0,69.3,3.4,17,16,4,0,0,0,0,0,22,2
Jonathan Ledbetter,25,ARI,DE,14,3,0,0,0,0,0,,,0,0,1,0,1,0,1,2,22,0
P.J. Locke,25,DEN,S,16,0,0,11,7,44,0,71.8,4.2,6,38,2,0,0,0,0,0,22,1
Emmanuel Moseley,26,SFO,LCB,5,5,1,27,18,160,0,66.9,8.3,82,78,3,1,0,0,0,1,22,5
George Odum,29,SFO,S,17,0,1,3,2,8,1,70.1,10.7,8,0,0,0,0,0,0,0,22,0
Tremon Smith,26,HOU,DB,17,2,2,16,9,93,1,54.4,7.4,62,31,0,0,0,0,0,0,22,1
Ja'Sir Taylor,23,LAC,DB,17,3,0,11,7,113,0,97.9,13.9,88,25,2,0,0,0,0,0,22,3
Zeke Turner,26,ARI,DB,15,1,0,10,8,59,2,130.8,2,20,39,7,1,0,0,0,1,22,0
Sam Williams,23,DAL,DE,15,0,0,2,1,6,0,56.2,-2,-2,8,5,2,5,1,4,11,22,3
Perrion Winfrey,22,CLE,DT,13,0,0,0,0,0,0,,,0,0,0,1,1,2,0.5,3,22,1
Chris Board,27,DET,LB,17,1,0,12,8,86,1,115.3,5.4,53,33,10,2,1,0,0,3,21,1
Matt Henningsen,23,DEN,DE,17,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,21,0
Justin Houston,33,BAL,LB,14,1,1,4,4,31,0,59.4,-1,-4,35,10,8,6,0,9.5,25,21,2
Cameron Lewis,25,BUF,CB,13,1,0,3,2,46,0,109.7,20.3,46,0,0,0,0,0,0,0,21,1
David Long,24,LAR,DB,12,4,0,32,24,294,1,113.3,9.8,216,78,0,0,0,0,0,0,21,3
Von Miller,33,BUF,RDE,11,11,0,0,0,0,0,,,0,0,19,16,3,2,8,27,21,2
Nik Needham,26,MIA,RCB,6,5,0,19,10,150,1,96.4,15.5,123,27,0,1,0,0,0,1,21,1
Dawuane Smoot,27,JAX,DE,15,0,0,2,0,0,0,39.6,13.5,0,0,4,7,6,1,5,19,21,2
Caden Sterns,23,DEN,S,5,3,2,17,5,84,0,8.1,16.2,47,37,1,1,0,0,0,1,21,2
Brent Urban,31,BAL,DE,16,0,0,0,0,0,0,,,0,0,0,0,0,3,1,1,21,1
Juston Burris,29,CAR,S,5,3,0,10,4,45,1,87.5,14.8,41,4,2,0,0,0,0,0,20,3
Sam Franklin,26,CAR,S,17,1,0,3,2,-1,0,70.1,3.7,-2,1,2,1,0,0,0,1,20,0
Kevin Givens,25,SFO,LDT,13,11,0,0,0,0,0,,,0,0,0,1,1,1,2,4,20,2
Tyler Hall,24,LVR,CB,7,3,0,16,9,90,0,72.4,5.6,23,67,1,0,0,0,1,1,20,0
Jonathan Harris,26,DEN,DT,8,4,0,1,1,3,0,79.2,1,1,2,0,0,1,0,0,1,20,1
John Jenkins,33,MIA,DT,16,0,0,1,1,14,0,118.7,0,0,14,0,3,1,0,0,4,20,0
Kelvin Joseph,23,DAL,CB,16,1,0,18,12,219,4,147.9,14,184,35,0,0,0,0,0,0,20,0
Linval Joseph,34,PHI,RDT,8,8,0,0,0,0,0,,,0,0,0,0,0,0,0.5,1,20,0
Damontae Kazee,29,PIT,S,9,4,2,11,7,79,0,45.5,8.5,35,44,2,0,0,0,0,0,20,0
James Lynch,23,MIN,DT,15,2,0,1,0,0,0,39.6,-1,0,0,0,0,0,0,0,0,20,1
Blake Martinez,28,LVR,LB,4,2,0,6,6,43,0,96.5,3.7,22,21,1,0,0,0,0,0,20,0
Charles Omenihu,25,SFO,DE,17,3,0,0,0,0,0,,,0,0,1,6,10,0,4.5,21,20,2
Corey Peters,34,JAX,NT,12,3,0,1,1,11,0,112.5,-9,-9,20,0,0,1,0,0,1,20,0
Jordan Phillips,30,BUF,DT,12,1,0,1,1,2,0,79.2,-5,-5,7,0,2,5,1,1.5,9,20,3
Isaiah Pola-Mao,23,LVR,S,11,0,0,8,6,34,0,82.3,1.5,6,28,5,0,1,0,1,2,20,1
Tracy Walker,27,DET,S,3,3,0,4,1,13,0,40.6,26,3,10,7,0,0,1,1,1,20,0
Tre'Davious White,27,BUF,RCB,6,6,1,33,18,244,1,75.8,13.5,200,44,1,1,0,0,0,1,20,1
Chase Winovich,27,CLE,DE,8,2,0,3,3,33,0,112.5,1.7,5,28,1,3,2,1,1,6,20,0
Ahkello Witherspoon,27,PIT,CB,4,4,1,29,22,248,4,126.1,9.2,181,67,0,0,0,0,0,0,20,1
Russ Yeast,23,LAR,S,15,1,0,7,6,76,0,111.9,8.9,42,34,0,0,0,0,0,0,20,1
Johnathan Hankins,30,2TM,DT,10,4,0,0,0,0,0,,,0,0,0,2,0,1,0,2,20,2
Johnathan Hankins,30,LVR,DT,5,1,0,0,0,0,0,,,0,0,0,1,0,1,0,1,10,2
Johnathan Hankins,30,DAL,DT,5,3,0,0,0,0,0,,,0,0,0,1,0,0,0,1,10,0
Boogie Basham,25,BUF,DE,15,0,1,0,0,0,0,,,0,0,2,6,3,1,2,11,19,1
Quinton Bohanna,23,DAL,RDT,13,9,0,0,0,0,0,,,0,0,0,0,1,0,0,1,19,2
Sean Chandler,26,CAR,S,17,0,0,3,3,35,1,154.9,4.7,14,21,0,0,0,0,0,0,19,0
Adam Gotsis,30,JAX,DE,15,1,0,0,0,0,0,,,0,0,1,2,6,2,1.5,10,19,0
Kerry Hyder,31,SFO,DE,16,1,0,1,1,5,0,87.5,-4,-4,9,0,4,3,3,1,8,19,0
Christian Matthew,26,ARI,CB,14,3,0,21,14,158,0,89,8.4,83,75,0,0,0,0,0,0,19,4
Siran Neal,28,BUF,CB,16,0,0,12,5,25,0,49.3,5.9,14,11,1,0,1,0,0,1,19,2
Tim Settle,25,BUF,DT,15,2,0,1,0,0,0,39.6,1,0,0,0,1,1,1,1,3,19,2
Josh Tupou,28,CIN,LLB,11,6,0,0,0,0,0,,,0,0,0,0,2,0,2,4,19,1
Samuel Womack,23,SFO,CB,16,1,1,15,11,114,1,89.3,9.3,106,8,2,0,0,0,0,0,19,0
Henry Anderson,31,CAR,DE,11,0,0,1,1,-2,0,79.2,-4,-4,2,0,2,1,0,0,3,18,1
Jordan Davis,22,PHI,DT,13,5,0,1,0,16,0,79.2,-3,-3,19,1,1,0,1,0,1,18,0
Bud Dupree,29,TEN,LOLB,11,11,0,6,6,65,0,111.8,1,6,59,9,7,6,0,4,17,18,0
A.J. Green,24,CLE,CB,17,1,1,13,10,109,1,94.7,5.3,69,40,4,0,1,0,0,1,18,3
Juju Hughes,24,DET,S,7,1,0,6,3,12,1,95.8,12.2,9,3,6,0,0,0,1,1,18,1
Joseph Jones,28,TEN,LB,15,0,0,1,1,0,0,79.2,0,0,0,0,0,0,0,0,0,18,0
Cameron Thomas,22,ARI,LB,17,0,0,0,0,0,0,,,0,0,4,1,3,0,3,7,18,0
Ifeadi Odenigbo,28,2TM,DE,14,0,0,3,3,2,0,79.2,-3.3,-10,12,2,1,2,0,3.5,7,18,0
Ifeadi Odenigbo,28,IND,DE,13,0,0,1,1,-5,0,79.2,-4,-4,-1,0,1,2,0,3.5,7,12,0
Ifeadi Odenigbo,28,TAM,DE,1,0,0,2,2,7,0,81.2,-3,-6,13,2,0,0,0,0,0,6,0
Jerry Tillery,26,2TM,DE,15,4,0,0,0,0,0,,,0,0,0,2,3,0,1,6,18,3
Jerry Tillery,26,LAC,DE,7,0,0,0,0,0,0,,,0,0,0,1,1,0,1,3,8,1
Jerry Tillery,26,LVR,DE,8,4,0,0,0,0,0,,,0,0,0,1,2,0,0,3,10,2
Tony Adams,23,NYJ,S,11,1,0,4,3,31,0,96.9,10,25,6,1,1,0,0,0,1,17,1
Brian Asamoah,22,MIN,LB,16,0,0,4,3,44,0,110.4,7,24,20,6,1,0,0,0,1,17,3
Nick Cross,21,IND,S,16,2,0,2,2,15,0,97.9,4.5,9,6,2,1,0,0,0,1,17,1
Victor Dimukeje,23,ARI,OLB,14,2,0,3,3,23,0,98.6,3.3,10,13,11,3,1,0,0,4,17,1
Mario Edwards,28,TEN,DL,13,7,0,0,0,0,0,,,0,0,0,4,7,1,3,14,17,1
Luke Gifford,27,DAL,LB,16,0,0,3,2,15,0,78.5,0.3,2,13,0,0,0,0,0,0,17,0
J.T. Gray,26,NOR,DB,14,0,0,0,0,0,0,,,0,0,2,0,0,0,2.5,3,17,0
Casey Hayward,33,ATL,LCB/RCB,6,6,1,31,19,225,1,80.7,10.6,174,51,0,0,0,0,0,0,17,1
Israel Mukuamu,23,DAL,S,15,3,1,10,7,49,1,74.6,8,16,33,3,0,1,0,0,1,17,2
Julian Okwara,25,DET,LB,10,2,0,8,5,57,0,83.9,4.6,35,22,2,6,0,1,2,8,17,0
Joseph Ossai,22,CIN,DE,16,0,0,3,2,19,0,84,7.7,18,1,1,3,6,0,3.5,13,17,1
Will Parks,28,NYJ,S,14,3,0,6,4,33,0,80.6,5.7,13,20,2,0,0,0,0,0,17,3
Deadrin Senat,28,TAM,DT,12,0,0,0,0,0,0,,,0,0,0,0,1,0,1,2,17,1
Eyioma Uwazurike,24,DEN,DT,8,0,0,0,0,0,0,,,0,0,0,0,2,1,0,2,17,0
Eric Wilson,28,GNB,LB,13,0,0,0,0,0,0,,,0,0,2,0,0,0,1,1,17,0
Myles Adams,24,SEA,DT,10,0,0,0,0,0,0,,,0,0,0,1,1,2,0,2,16,1
Zack Baun,26,NOR,LB,13,1,0,1,1,9,0,104.2,3,3,6,8,0,2,0,0,2,16,2
Jermaine Carter Jr.,27,CLE,LB,7,1,0,1,1,3,0,79.2,-2,-2,5,4,0,1,0,0,1,16,0
A.J. Epenesa,24,BUF,DE,15,2,0,2,2,24,0,116.7,3,6,18,1,3,4,4,6.5,14,16,3
Jonathan Greenard,25,HOU,DE,8,4,1,0,0,0,0,,,0,0,1,4,2,0,1.5,8,16,0
Daxton Hill,22,CIN,S,15,2,0,8,7,56,2,135.4,8.8,46,10,6,1,0,0,0,1,16,1
William Jackson III,30,WAS,DB,4,4,0,24,17,190,2,121.9,11,161,29,2,0,0,0,0,0,16,1
Benito Jones,25,DET,DT,17,0,0,2,1,-1,0,56.2,-2.5,-6,5,0,0,2,1,1.5,4,16,0
Naquan Jones,24,TEN,DT,11,1,0,0,0,0,0,,,0,0,0,0,2,0,1,3,16,0
Verone McKinley,22,MIA,S,10,2,1,5,2,32,0,22.5,7.6,24,8,7,1,1,0,0,2,16,2
Henry Mondeaux,27,NYG,DT,11,4,0,0,0,0,0,,,0,0,0,1,0,0,0,1,16,1
Tanner Muse,26,SEA,LB,17,1,0,5,2,17,0,49.6,5.6,5,12,0,0,0,0,0,0,16,0
Josh Paschal,23,DET,DT,10,4,0,1,0,0,0,39.6,3,0,0,0,2,2,0,2,6,16,1
Shaquille Quarterman,25,JAX,LB,17,0,0,2,1,16,0,77.1,-0.5,2,14,0,0,0,0,0,0,16,0
Joe Schobert,29,TEN,LB,6,1,0,6,6,87,0,118.7,6.2,37,50,2,1,0,0,0,1,16,3
Jamien Sherwood,22,NYJ,LB,17,0,0,1,1,5,0,87.5,0,0,5,0,0,0,0,0.5,1,16,0
Jay Tufele,23,CIN,DT,7,2,0,0,0,0,0,,,0,0,0,0,1,0,0,1,16,2
Marlon Tuipulotu,23,PHI,DT,9,1,0,0,0,0,0,,,0,0,1,1,1,0,1,3,16,1
Payton Turner,23,NOR,DE,8,0,0,2,2,2,0,79.2,-3.5,-7,9,0,1,1,0,2,4,16,0
Rachad Wildgoose,22,WAS,CB,15,3,0,19,11,97,0,71.6,5.1,30,67,2,0,0,0,0,0,16,2
Derrek Tuszka,25,2TM,LB,15,1,0,3,3,31,0,109.7,8,24,7,2,0,0,0,0,0,16,0
Derrek Tuszka,25,TEN,LB,1,1,0,1,1,9,0,104.2,6,6,3,0,0,0,0,0,0,2,0
Derrek Tuszka,25,LAC,LB,14,0,0,2,2,22,0,112.5,9,18,4,2,0,0,0,0,0,14,0
Trayvon Mullen,25,2TM,CB,9,0,0,19,15,202,2,146.1,10.2,127,75,1,0,1,0,0,1,16,3
Trayvon Mullen,25,ARI,CB,8,0,0,15,13,144,2,146.2,6.3,72,72,1,0,1,0,0,1,13,3
Trayvon Mullen,25,DAL,CB,1,0,0,4,2,58,0,95.8,25,55,3,0,0,0,0,0,0,3,0
A.J. Klein,31,2TM,LB,8,2,0,6,5,18,0,79.2,-0.8,-4,22,3,0,0,0,0,0,16,1
A.J. Klein,31,BAL,LB,2,1,0,2,2,6,0,79.2,-1.5,-3,9,1,0,0,0,0,0,5,0
A.J. Klein,31,BUF,LB,6,1,0,4,3,12,0,77.1,-0.5,-1,13,2,0,0,0,0,0,11,1
Mario Addison,35,HOU,DE,12,1,0,1,0,0,0,39.6,-4,0,0,0,4,2,1,1,7,15,1
Essang Bassey,24,DEN,CB,14,0,0,18,12,112,0,83.6,5.6,49,63,7,0,1,0,0,1,15,2
Thomas Booker,23,HOU,DE,10,1,0,3,2,13,0,75.7,-3.3,-5,18,2,0,0,1,0.5,1,15,1
Landon Collins,28,NYG,S,6,1,1,13,8,59,0,40.2,4.1,24,35,14,0,0,0,1,1,15,3
Vinny Curry,34,NYJ,DE,11,0,0,1,0,0,0,39.6,-4,0,0,3,2,1,0,0,3,15,2
Troy Dye,26,MIN,LB,17,0,0,3,1,14,0,49.3,-3,-1,15,1,0,0,0,0,0,15,0
Mike Ford,27,ATL,CB,17,2,0,7,2,32,0,46.1,9.9,13,19,2,0,1,0,0,1,15,0
J.C. Jackson,27,LAC,LCB,5,5,0,24,16,334,4,149.3,14.8,266,68,0,0,0,0,0,0,15,1
Marquan McCall,23,CAR,DT,16,0,0,0,0,0,0,,,0,0,0,1,1,0,0,2,15,1
Jalen Reeves-Maybin,27,HOU,LB,17,0,0,4,4,23,0,90.6,2,8,15,0,0,0,0,0,0,15,1
Chris Rumph,24,LAC,LB,15,0,0,2,2,13,0,93.7,0.5,1,12,7,4,4,1,2,10,15,5
Nick Williams,32,NYG,DE,8,7,0,0,0,0,0,,,0,0,0,2,2,2,0,4,15,0
Rodarius Williams,26,NYG,CB,3,1,1,16,11,151,0,72.7,8.8,62,89,0,0,0,0,0,0,15,2
Devonte Wyatt,24,GNB,DT,16,0,0,0,0,0,0,,,0,0,1,0,1,1,1.5,3,15,0
Jaleel Johnson,28,2TM,DT,9,1,0,1,1,4,0,83.3,-3,-3,7,0,0,1,0,1,2,15,0
Jaleel Johnson,28,HOU,DT,3,1,0,0,0,0,0,,,0,0,0,0,0,0,1,1,5,0
Jaleel Johnson,28,ATL,DT,6,0,0,1,1,4,0,83.3,-3,-3,7,0,0,1,0,0,1,10,0
D'Anthony Bell,26,CLE,S,16,2,0,2,2,27,0,118.7,11,22,5,1,0,0,0,0,0,14,1
Nik Bonitto,23,DEN,OLB,15,1,0,3,2,16,0,79.9,6,1,15,18,2,2,0,1.5,6,14,4
Ronald Darby,28,DEN,RCB,5,5,0,18,7,73,1,69.9,10.2,54,19,1,0,0,0,0,0,14,2
Daniel Ekuale,28,NWE,DT,15,0,0,0,0,0,0,,,0,0,0,6,0,1,2,8,14,4
Dallis Flowers,25,IND,CB,13,1,0,8,4,60,1,114.6,14.6,40,20,0,0,0,0,0,0,14,3
Zyon Gilbert,23,NYG,CB,3,1,0,8,7,73,1,144.3,4.6,18,55,3,0,0,0,1,1,14,0
